,affix,Derived Word,Source Word
8506,ness,modernness,modern
8508,ness,moistness,moist
8511,ness,moneyness,money
8514,ness,moodiness,moody
8516,ness,mootness,moot
8519,ness,morbidness,morbid
8521,ness,morningness,morning
8523,ness,motionlessness,motionless
8525,ness,muddiness,muddy
8527,ness,multifacetedness,multifaceted
8530,ness,murderousness,murderous
8533,ness,murkiness,murky
8536,ness,mushiness,mushy
8538,ness,mustiness,musty
8540,ness,muteness,mute
8542,ness,mysteriousness,mysterious
8544,ness,naffness,naff
8546,ness,namelessness,nameless
8549,ness,nappiness,nappy
8552,ness,nativeness,native
8555,ness,nearness,near
8557,ness,nearsightedness,nearsighted
8559,ness,neatness,neat
8561,ness,neediness,needy
8563,ness,needlessness,needless
8566,ness,neighborliness,neighborly
8568,ness,nervousness,nervous
8573,ness,nimbleness,nimble
8575,ness,nobleness,noble
8578,ness,nonobviousness,nonobvious
8581,ness,nonuniqueness,nonunique
8584,ness,northernness,northern
8587,ness,noteworthiness,noteworthy
8594,ness,noxiousness,noxious
8596,ness,oafishness,oafish
8599,ness,obliviousness,oblivious
8601,ness,obsequiousness,obsequious
8603,ness,obsoleteness,obsolete
8606,ness,obtuseness,obtuse
8607,ness,obviousness,obvious
8609,ness,oddness,odd
8615,ness,offhandedness,offhanded
8617,ness,oldness,old
8619,ness,ongoingness,ongoing
8621,ness,opaqueness,opaque
8623,ness,openness,open
8626,ness,opportuneness,opportune
8629,ness,orderliness,orderly
8630,ness,ostentatiousness,ostentatious
8637,ness,outlandishness,outlandish
8639,ness,outrageousness,outrageous
8641,ness,outsiderness,outsider
8644,ness,overeagerness,overeager
8648,ness,overprotectiveness,overprotective
8651,ness,overtness,overt
8653,ness,overzealousness,overzealous
8655,ness,painfulness,painful
8661,ness,painlessness,painless
8663,ness,paleness,pale
8666,ness,paracompactness,paracompact
8669,ness,passiveness,passive
8671,ness,pastness,past
8676,ness,peacefulness,peaceful
8678,ness,peevishness,peevish
8680,ness,pensiveness,pensive
8681,ness,perceptiveness,perceptive
8683,ness,perfectness,perfect
8685,ness,perkiness,perky
8687,ness,perniciousness,pernicious
8689,ness,phoniness,phony
8692,ness,picturesqueness,picturesque
8694,ness,pigheadedness,pig
8696,ness,placelessness,placeless
8699,ness,plainness,plain
8703,ness,pleasantness,pleasant
8707,ness,pointedness,pointed
8709,ness,pointlessness,pointless
8712,ness,politeness,polite
8714,ness,ponderousness,ponderous
8716,ness,portentousness,portentous
8718,ness,positiveness,positive
8722,ness,powerfulness,powerful
8724,ness,powerlessness,powerless
8726,ness,praiseworthiness,praiseworthy
8728,ness,prayerfulness,prayerful
8731,ness,preachiness,preachy
8733,ness,precariousness,precarious
8735,ness,preciousness,precious
8737,ness,preciseness,precise
8739,ness,precociousness,precocious
8741,ness,preparedness,prepared
8743,ness,presentness,present
8747,ness,presumptuousness,presumptuous
8749,ness,pretentiousness,pretentious
8751,ness,prettiness,pretty
8753,ness,primitiveness,primitive
8756,ness,proactiveness,proactive
8759,ness,profaneness,profane
8761,ness,profoundness,profound
8763,ness,progressiveness,progressive
8765,ness,prolificness,prolific
8767,ness,promptness,prompt
8768,ness,properness,proper
8775,ness,provocativeness,provocative
8777,ness,prudishness,prudish
8779,ness,pseudorandomness,pseudorandom
8781,ness,publicness,public
8784,ness,punitiveness,punitive
8787,ness,punkiness,punky
8789,ness,purposelessness,purposeless
8791,ness,purposiveness,purposive
8794,ness,quaintness,quaint
8797,ness,quarrelsomeness,quarrelsome
8799,ness,queerness,queer
8804,ness,quirkiness,quirky
8806,ness,radicalness,radical
8809,ness,raggedness,ragged
8811,ness,randomness,random
8813,ness,rapidness,rapid
8815,ness,rareness,rare
8817,ness,raspiness,raspy
8820,ness,raucousness,raucous
8822,ness,rawness,raw
8824,ness,reactiveness,reactive
8827,ness,readiness,ready
8830,ness,reasonableness,reasonable
8833,ness,rebelliousness,rebellious
8835,ness,receptiveness,receptive
8837,ness,recursiveness,recursive
8839,ness,redness,red
8841,ness,reflexiveness,reflexive
8844,ness,refractoriness,refractory
8846,ness,regressiveness,regressive
8848,ness,relatedness,related
8850,ness,relativeness,relative
8853,ness,relentlessness,relentless
8855,ness,religiousness,religious
8857,ness,remissness,remiss
8859,ness,remorselessness,remorseless
8860,ness,remoteness,remote
8862,ness,repressiveness,repressive
8865,ness,reservedness,reserved
8867,ness,respectfulness,respectful
8869,ness,restlessness,restless
8872,ness,restrictiveness,restrictive
8874,ness,retentiveness,retentive
8876,ness,richness,rich
8881,ness,ridiculousness,ridiculous
8885,ness,rightness,right
8892,ness,rigorousness,rigorous
8894,ness,ripeness,ripe
8896,ness,rockness,rock
8899,ness,roguishness,roguish
8901,ness,rootedness,rooted
8904,ness,roughness,rough
8906,ness,roundaboutness,roundabout
8908,ness,roundedness,rounded
8910,ness,roundness,round
8912,ness,rowdiness,rowdy
8914,ness,ruggedness,rugged
8918,ness,ruthlessness,ruthless
8920,ness,sacredness,sacred
8922,ness,sadness,sad
8924,ness,safeness,safe
8926,ness,saintliness,saintly
8928,ness,saltiness,salty
8930,ness,saltness,salt
8940,ness,sappiness,sappy
8942,ness,sassiness,sassy
8944,ness,sauciness,saucy
8946,ness,savageness,savage
8948,ness,savoriness,savory
8950,ness,scaliness,scaly
8952,ness,scantiness,scanty
8956,ness,scarceness,scarce
8958,ness,scrappiness,scrappy
8961,ness,scrupulousness,scrupulous
8965,ness,seamlessness,seamless
8968,ness,seaworthiness,seaworthy
8969,ness,secludedness,secluded
8972,ness,secondness,second
8974,ness,secureness,secure
8977,ness,seductiveness,seductive
8979,ness,seediness,seedy
8983,ness,seedlessness,seedless
8984,ness,seemliness,seemly
8989,ness,selfishness,selfish
8992,ness,selflessness,selfless
8995,ness,senselessness,senseless
8997,ness,sensibleness,sensible
8999,ness,sensuousness,sensuous
9003,ness,sententiousness,sententious
9006,ness,separatedness,separated
9008,ness,shabbiness,shabby
9010,ness,shallowness,shallow
9012,ness,shamefulness,shameful
9016,ness,shamelessness,shameless
9019,ness,shapelessness,shapeless
9023,ness,shapeliness,shapely
9027,ness,sharpness,sharp
9029,ness,sheerness,sheer
9033,ness,shiftiness,shifty
9037,ness,shininess,shiny
9040,ness,shoddiness,shoddy
9044,ness,shortness,short
9048,ness,showiness,showy
9050,ness,shrewdness,shrewd
9052,ness,shrillness,shrill
9056,ness,shyness,shy
9058,ness,sickliness,sickly
9060,ness,sightedness,sighted
9063,ness,signedness,signed
9066,ness,silkiness,silky
9068,ness,silliness,silly
9070,ness,simpleness,simple
9072,ness,sinfulness,sinful
9076,ness,singlemindedness,singleminded
9079,ness,singleness,single
9083,ness,sinlessness,sinless
9086,ness,sketchiness,sketchy
9088,ness,skilfulness,skilful
9091,ness,skillfulness,skillful
9094,ness,skittishness,skittish
9096,ness,slackness,slack
9099,ness,sleeplessness,sleepless
9101,ness,sliminess,slimy
9103,ness,slimness,slim
9107,ness,slipperiness,slippery
9111,ness,sloppiness,sloppy
9115,ness,slothfulness,slothful
9120,ness,slovenliness,slovenly
9125,ness,slowness,slow
9128,ness,sluggishness,sluggish
9132,ness,slyness,sly
9137,ness,smallness,small
9143,ness,smartness,smart
9148,ness,smelliness,smelly
9151,ness,smokiness,smoky
9154,ness,smugness,smug
9159,ness,snappiness,snappy
9162,ness,snarkiness,snarky
9164,ness,snobbishness,snobbish
9169,ness,snootiness,snooty
9172,ness,snottiness,snotty
9175,ness,soberness,sober
9178,ness,softness,soft
9180,ness,solidness,solid
9184,ness,solitariness,solitary
9187,ness,somberness,somber
9190,ness,sordidness,sordid
9195,ness,soundness,sound
9203,ness,sourness,sour
9206,ness,southernness,southern
9209,ness,spaceworthiness,spaceworthy
9212,ness,spaciness,spacy
9215,ness,spaciousness,spacious
9218,ness,spamminess,spammy
9221,ness,spareness,spare
9226,ness,sparseness,sparse
9231,ness,specialness,special
9234,ness,specificness,specific
9236,ness,speciousness,specious
9241,ness,speechlessness,speechless
9243,ness,spiciness,spicy
9245,ness,spinelessness,spineless
9248,ness,spininess,spiny
9250,ness,spiritedness,spirited
9252,ness,spitefulness,spiteful
9257,ness,sponginess,spongy
9259,ness,spookiness,spooky
9261,ness,sportiness,sporty
9263,ness,sprightliness,sprightly
9265,ness,spunkiness,spunky
9267,ness,spuriousness,spurious
9269,ness,staginess,stagy
9274,ness,staidness,staid
9277,ness,staleness,stale
9282,ness,stalwartness,stalwart
9285,ness,starchiness,starchy
9287,ness,statelessness,stateless
9290,ness,stateliness,stately
9298,ness,staunchness,staunch
9300,ness,stealthiness,stealthy
9302,ness,steepness,steep
9307,ness,sternness,stern
9313,ness,stickiness,sticky
9314,ness,stodginess,stodgy
9317,ness,stoniness,stony
9320,ness,storminess,stormy
9323,ness,stoutness,stout
9328,ness,straightforwardness,straightforward
9331,ness,straightness,straight
9336,ness,strangeness,strange
9341,ness,strategyproofness,strategyproof
9343,ness,strenuousness,strenuous
9345,ness,stressfulness,stressful
9348,ness,stretchiness,stretchy
9351,ness,strictness,strict
9356,ness,structurelessness,structureless
9359,ness,stubbornness,stubborn
9361,ness,studiousness,studious
9364,ness,stuffiness,stuffy
9372,ness,sturdiness,sturdy
9375,ness,stylishness,stylish
9378,ness,submissiveness,submissive
9381,ness,subversiveness,subversive
9384,ness,successfulness,successful
9387,ness,suggestiveness,suggestive
9392,ness,suitableness,suitable
9397,ness,sulkiness,sulky
9402,ness,sullenness,sullen
9407,ness,sultriness,sultry
9410,ness,sumptuousness,sumptuous
9415,ness,sunniness,sunny
9417,ness,superciliousness,supercilious
9420,ness,superfluousness,superfluous
9423,ness,suppleness,supple
9425,ness,suppressiveness,suppressive
9427,ness,sureness,sure
9434,ness,surliness,surly
9436,ness,suspiciousness,suspicious
9439,ness,sweetness,sweet
9441,ness,swiftness,swift
9443,ness,swinishness,swinish
9447,ness,tackiness,tacky
9449,ness,tactfulness,tactful
9452,ness,tactlessness,tactless
9457,ness,taillessness,tailless
9460,ness,talkativeness,talkative
9462,ness,tameness,tame
9467,ness,tardiness,tardy
9472,ness,tartness,tart
9474,ness,tastefulness,tasteful
9476,ness,tastelessness,tasteless
9480,ness,tautness,taut
9482,ness,tearfulness,tearful
9484,ness,tediousness,tedious
9486,ness,tenaciousness,tenacious
9488,ness,tenseness,tense
9495,ness,thingness,thing
9502,ness,thoroughness,thorough
9508,ness,thriftiness,thrifty
9514,ness,ticklishness,ticklish
9516,ness,tidiness,tidy
9518,ness,tightness,tight
9521,ness,timelessness,timeless
9523,ness,timeliness,timely
9525,ness,timidness,timid
9527,ness,timorousness,timorous
9529,ness,tiredness,tired
9531,ness,tirelessness,tireless
9533,ness,toastiness,toasty
9541,ness,toplessness,topless
9543,ness,touchiness,touchy
9545,ness,transitoriness,transitory
9548,ness,trashiness,trashy
9550,ness,trendiness,trendy
9555,ness,triteness,trite
9560,ness,trustworthiness,trustworthy
9563,ness,truthiness,truthy
9565,ness,tumultuousness,tumultuous
9567,ness,tweeness,twee
9570,ness,twistedness,twisted
9575,ness,ubiquitousness,ubiquitous
9580,ness,unbiasedness,unbiased
9582,ness,unboundedness,unbounded
9584,ness,uncanniness,uncanny
9587,ness,uncharitableness,uncharitable
9590,ness,uncleanness,unclean
9594,ness,uncommonness,uncommon
9597,ness,uncreatedness,uncreated
9600,ness,unctuousness,unctuous
9604,ness,underhandedness,underhanded
9606,ness,uneasiness,uneasy
9609,ness,unevenness,uneven
9614,ness,unexpectedness,unexpected
9616,ness,unfairness,unfair
9618,ness,unfaithfulness,unfaithful
9620,ness,unfinishedness,unfinished
9622,ness,unfriendliness,unfriendly
9624,ness,ungratefulness,ungrateful
9627,ness,unhappiness,unhappy
9628,ness,unhelpfulness,unhelpful
9630,ness,unkindness,unkind
9636,ness,unmixedness,unmixed
9638,ness,unpreparedness,unprepared
9641,ness,unreadiness,unready
9643,ness,unsatisfactoriness,unsatisfactory
9646,ness,unscrupulousness,unscrupulous
9648,ness,unseaworthiness,unseaworthy
9651,ness,unselfconsciousness,unselfconscious
9653,ness,unselfishness,unselfish
9655,ness,unseriousness,unserious
9658,ness,unsharpness,unsharp
9660,ness,unsuspiciousness,unsuspicious
9662,ness,unthriftiness,unthrifty
9664,ness,untidiness,untidy
9666,ness,untrustworthiness,untrustworthy
9669,ness,untruthfulness,untruthful
9672,ness,unusualness,unusual
9676,ness,unwholesomeness,unwholesome
9679,ness,unwieldiness,unwieldy
9681,ness,unworthiness,unworthy
9683,ness,uprightness,upright
9689,ness,uprootedness,uprooted
9691,ness,usefulness,useful
9694,ness,uselessness,useless
9696,ness,vastness,vast
9699,ness,venturesomeness,venturesome
9702,ness,viciousness,vicious
9704,ness,vigorousness,vigorous
9706,ness,virtualness,virtual
9708,ness,vitreousness,vitreous
9711,ness,vividness,vivid
9714,ness,voidness,void
9717,ness,voluptuousness,voluptuous
9723,ness,wakefulness,wakeful
9725,ness,wantonness,wanton
9728,ness,wariness,wary
9730,ness,waterproofness,waterproof
9732,ness,waywardness,wayward
9734,ness,weakness,weak
9737,ness,weepiness,weepy
9739,ness,weightlessness,weightless
9742,ness,weirdness,weird
9747,ness,wellness,welnes
9753,ness,whiggishness,whiggish
9755,ness,whiteness,white
9757,ness,wholeheartedness,wholehearted
9759,ness,wideness,wide
9762,ness,wilfulness,wilful
9765,ness,wishfulness,wishful
9768,ness,wistfulness,wistful
9771,ness,withdrawnness,withdrawn
9776,ness,wittiness,witty
9778,ness,womanliness,womanly
9780,ness,woodenness,wooden
9782,ness,woolliness,woolly
9784,ness,wordlessness,wordless
9786,ness,worklessness,workless
9788,ness,worldliness,worldly
9790,ness,worldness,world
9794,ness,worthiness,worthy
9802,ness,worthlessness,worthless
9804,ness,woundedness,wounded
9807,ness,wretchedness,wretched
9809,ness,wrongfulness,wrongful
9812,ness,wrongheadedness,wrong
9814,ness,yellowness,yellow
9817,ness,youngness,young
9819,ness,zealousness,zealous
9821,ness,zestfulness,zestful
9824,ine,accipitrine,accipiter
9826,ine,alvine,alvus
9827,ine,amaranthine,amaranth
9829,ine,amethystine,amethyst
9830,ine,asbestine,asbestos
9832,ine,calcarine,calcar
9834,ine,metalline,metal
9837,ine,murine,mus
9838,ine,nectarine,nectar
9839,ine,pantherine,panther
9840,ine,pardine,pard
9842,ine,riverine,river
9845,ine,sapphirine,sapphire
9848,ine,servaline,serval
9850,ine,vomerine,vomer
9851,man,artilleryman,artillery
9852,man,stuntman,stunt
9856,man,duckman,duck
9860,man,sonarman,sonar
9864,man,artsman,arts
9865,man,assemblyman,assembly
9867,man,bandsman,band
9871,man,bannerman,banner
9875,man,bayman,bay
9878,man,bogeyman,bogey
9879,man,bondman,bond
9880,man,bondsman,bonds
9884,man,bowman,bow
9889,man,boxman,box
9890,man,brakeman,brake
9892,man,breadman,bread
9898,man,butterman,butter
9900,man,cameraman,camera
9902,man,cellarman,cellar
9908,man,chairman,chair
9913,man,clansman,clan
9914,man,classman,class
9916,man,committeeman,committee
9920,man,congressman,congress
9922,man,councilman,council
9923,man,cutman,cut
9924,man,deckman,deck
9926,man,dogman,dog
9931,man,draughtsman,draught
9935,man,dustman,dust
9942,man,engineman,engine
9949,man,fisherman,fisher
9954,man,flagman,flag
9957,man,floorman,floor
9961,man,flyman,fly
9969,man,freeman,free
9978,man,furnaceman,furnace
9981,man,gripman,grip
9982,man,guardsman,guard
9986,man,guildsman,guild
9987,man,gunman,gun
9989,man,handyman,handy
9991,man,headsman,head
9995,man,herdsman,herd
9997,man,hitman,hit
10002,man,hookman,hook
10006,man,hornsman,horn
10009,man,hotelman,hotel
10011,man,hoyman,hoy
10022,man,husbandman,husband
10027,man,iceman,ice
10034,man,jackman,jack
10036,man,keelman,keel
10040,man,kirkman,kirk
10041,man,knifeman,knife
10045,man,landman,land
10051,man,lengthsman,length
10055,man,lightman,light
10056,man,madman,mad
10057,man,marchman,march
10058,man,metalman,metal
10060,man,milkman,milk
10062,man,minuteman,minute
10063,man,mortarman,mortar
10065,man,motorman,motor
10069,man,newsman,news
10070,man,newspaperman,newspaper
10072,man,nightman,night
10074,man,nozzleman,nozzle
10075,man,obeahman,obeah
10076,man,passman,pass
10079,man,pickman,pick
10080,man,pikeman,pike
10083,man,pivotman,pivot
10085,man,poleman,pole
10094,man,postman,post
10100,man,pumpman,pump
10101,man,quarryman,quarry
10104,man,raftsman,raft
10106,man,railman,rail
10107,man,remainderman,remainder
10110,man,rifleman,rifle
10111,man,ringman,ring
10113,man,roadman,road
10115,man,salaryman,salary
10116,man,sandman,sand
10117,man,sayman,say
10120,man,serviceman,service
10124,man,shaftman,shaft
10125,man,slaughterman,slaughter
10126,man,sportsman,sports
10130,man,stallman,stall
10133,man,steersman,steer
10137,man,sticksman,sticks
10138,man,storyman,story
10141,man,surfaceman,surface
10144,man,surfman,surf
10145,man,tacksman,tack
10148,man,tillman,till
10149,man,tinman,tin
10153,man,trainman,train
10155,man,tubman,tub
10156,man,warehouseman,warehouse
10161,man,watchman,watch
10165,man,wherryman,wherry
